ID,RBD,LONGITUD,LATITUD,NOM_RBD
710,882,-71.00208788,-31.17784473,ESCUELA CINCO DE ABRIL
711,883,-71.18884,-30.94961,ESCUELA BASICA SAN LUIS AMIGO Y FERRER
712,884,-71.02535,-31.35436,ESCUELA BASICA JUAN FRANCISCO GONZALEZ
714,886,-70.90210700000000,-30.945471000000000,ESCUELA LA VARIOLA
715,887,-70.96785000000000,-31.200331000000000,ESCUELA BASICA CAUPOLICAN
716,888,-70.93997200000000,-31.223150000000000,ESCUELA BASICA BOSQUE DE QUILLAY
717,889,-71.00546265,-31.0698452,ESCUELA BASICA PAUL HARRIS
718,890,-70.95153800000000,-31.137039000000000,ESCUELA PARTICULAR LOS SAPOS
719,891,-70.96758300000000,-31.087040000000000,ESCUELA PARTICULAR RINCON DE LAS CHILCAS
720,892,-70.83200800000000,-31.121071000000000,ESCUELA PARTICULAR EL DURAZNO
722,896,-71.05033100000000,-31.072800000000000,ESCUELA PARTICULAR LA COLORADA
723,897,-71.25631700000000,-30.833639000000000,ESCUELA BELGICA
725,899,-71.09355900000000,-30.819811000000000,ESCUELA LUZ DE LUNA
726,900,-71.46408800000000,-31.094259000000000,ESCUELA BASICA LA HIGUERA DE QUILE
727,901,-71.21313526,-30.83972621,ESCUELA VINA VIEJA
728,902,-71.51013900000000,-30.842051000000000,ESCUELA BASICA ELENA CAFFARENA
729,904,-71.35621600000000,-30.727690000000000,ESCUELA CAMPO LINDO
730,905,-71.40181699999999,-30.751520000000000,ESCUELA CHALINGA
731,906,-71.46629299999999,-30.867960000000000,ESCUELA LOS CANELOS
732,907,-71.31321000000000,-30.897840000000000,ESCUELA HIJOS DEL PERAL
733,908,-71.42661300000000,-30.639420000000000,ESCUELA TABALI
734,909,-71.39846799999999,-30.879551000000000,ESCUELA LOS AZAHARES DE CERRO BLANCO
735,910,-71.48516100000001,-30.657480000000000,ESC.BASICA SAN ANTONIO DE LA VILLA
736,911,-71.42302700000000,-30.867170000000000,ESCUELA LOS TRIGOS
738,914,-71.55451200000000,-30.901939000000000,ESCUELA PENA BLANCA
739,915,-71.34261300000000,-30.645380000000000,ESCUELA MARCOS RIGOBERTO PIZARRO ARAYA
740,916,-71.5002,-30.66797,ESCUELA BARRAZA BAJO
741,917,-71.39185300000000,-30.813351000000000,ESCUELA RINCON DE LA CALERA
745,922,-71.22154999,-30.79517746,ESCUELA BASICA LAS NIPAS
746,923,-71.52781700000000,-31.043060000000000,ESCUELA EL MAQUI DE QUILE
747,924,-71.28054800000000,-30.689211000000000,ESCUELA LOS ACACIOS
748,925,-71.50155599999999,-30.950649000000000,ESCUELA BASICA VILLA LOS QUILES
749,926,-71.16289333,-30.76693262,ESCUELA ALTAR ALTO
750,928,-71.28968000000000,-30.764839000000000,ESCUELA BASICA GRANEROS
751,929,-71.34184999999999,-30.736570000000000,ESCUELA LOS NOGALES
752,931,-71.28173099999999,-30.840330000000000,ESCUELA SAN ANTONIO DE PADUA
753,932,-71.30361900000000,-30.725189000000000,ESCUELA UNION CAMPESINA
754,933,-71.15347300000001,-30.810030000000000,ESCUELA LAS CRUCES
755,934,-71.35439300000000,-30.860861000000000,ESCUELA BEATRIZ VEGA VEGA
